ObjectKey,FetchDate,State,County,PropertyLink,Address,ListingPrice,BuyWithRedfin,Vendor,Status,PropertyType,Style,LotSize,TimeOnRedfin,YearBuilt,Community,MlsNo,ListPrice,RedfinEstimate,BuyerAgentCommission,EstMoPayment,PriceSqFt
6bb00e3b24697a44380e46a1d4d9edbbe26f4b986d6c1c9ef797a5be10218329,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Detroit/1805-Parker-St-48214/home/98946862,"1805 Parker St,Detroit, MI 48214","$399,900",,matterport,Active,Residential,"More than 2 Stories, Colonial","4,791 Sq. Ft.",4 days,1910,Harts,50082680,"$399,900",,3%,"$2,132",$207
26da2c549c6c638f9a7d5ba7776238fb7a8837e6468c44eb1e7f2b430e7d6eca,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe/627-Washington-Rd-48230/home/61194284,"627 Washington Rd,Grosse Pointe, MI 48230","$499,900",,matterport,Active,Residential,"2 Story, Colonial","10,454 Sq. Ft.",18 days,1927,Grosse Pointe Colony Sub Cys,50080927,"$499,900","$498,938",3%,"$3,187",$176
a2a653fb5a7df61075dfb3c6301e010046b11b97406376fc5883ff00b33efdde,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Melvindale/3625-Reeves-Dr-48122/unit-7/home/180262175,"3625 Reeves Dr Unit 7,Melvindale, MI 48122","$150,000",,matterport,Active,Condo,,,19 days,2003,Melvindale,20221010807,"$150,000","$149,925",3%,"$1,166",$107
47230309e5fd6dad01207aa187f1ced18b3ea395c07b640083349b25e63dc6c1,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Canton/1319-Kensington-Dr-48188/home/61533819,"1319 Kensington,Canton, MI 48188","$489,000",,matterport,Active,Residential,"2 Story, Colonial","9,583 Sq. Ft.",18 days,1995,Glengarry Village Sub 4,50080669,"$489,000","$495,949",2.04%,"$3,301",$204
315662ce1f6492823f679f65df31f6de12853f810a23c3f7b293120082ca0201,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Romulus/33500-Sand-Piper-Dr-48174/home/98920737,"33500 Sand Piper Dr,Romulus, MI 48174","$269,900",,matterport,Active,"Residential, Ranch",,"7,405 Sq. Ft.",12 days,2017,Romulus,20221010391,"$269,900","$270,854",3%,"$1,843",$160
58b3f8b9f4e8bc769946cdfaab37da857373af36a3522022d01df8da71563bf3,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Grosse-Pointe/52-Cranford-Ln-48230/home/98661058,"52 Cranford Ln,Grosse Pointe, MI 48230","$380,000",,matterport,Active,Condo,"2 Story, Townhouse",,19 days,1938,Rivard Estates Sub,50080686,"$380,000","$380,596",3%,"$2,371",$186
fe0c6d28b6597d577f04b2854076f9b35612a0b3911fc9a00e7e00dcce1a659e,07/19/2022,MI,Wayne County,https://www.redfin.com/MI/Plymouth/500-Provincetown-Ln-48170/home/60627335,"500 Provincetown Ln,Plymouth, MI 48170","$299,900",,matterport,Active,"Residential, Ranch",,"6,969 Sq. Ft.",4 days,1959,Plymouth,20221014781,"$299,900","$300,263",3%,"$1,954",$282
a5da3dc411da8e1dad690fedbd392b2578acd1a6cacb27aa6026640d2a9582e4,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Winchester/133-Johnson-Rd-01890/home/11465588,"133 Johnson Rd,Winchester, MA 01890","$1,699,000","Buy with Redfin: $1,695,181",matterport,Active,Single Family Residential,Colonial,0.42 Acres,4 days,1968,Winchester,73012065,"$1,699,000",,2%,"$8,769",$425
faf09c7aedb0fa0f6fe062b60868bdbeacf29d321557b947e07e4d5b3d8280fc,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Woburn/123-Cambridge-Rd-01801/unit-5/home/28495160,"123 Cambridge Rd Unit 5(E),Woburn, MA 01801","$349,900","Buy with Redfin: $349,410",matterport,Active,Condo,,,7 days,1960,Woburn,73010014,"$349,900","$349,963",2%,"$2,225",$443
f7bdfe1920574746674dec85eb8c6e9d4982faf383097aa5ce9624ff34bb3c0b,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Newtonville/66-Walker-St-02460/home/11418038,"66 Walker St,Newton, MA 02460","$1,150,000","Buy with Redfin: $1,147,393",matterport,Active,Single Family Residential,Colonial,"4,566 Sq. Ft.",34 days,1930,Newtonville,72997539,"$1,150,000","$1,148,650",2.5%,"$5,876",$708
e680877e29a0d7f529752cce88854ee4b5587b165176cc344f0283aad1accd0b,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/86-Glen-St-02145/home/8740154,"86 Glen St,Somerville, MA 02145","$1,048,000","Buy with Redfin: $1,045,621",matterport,Active,Single Family Residential,Cottage,"3,750 Sq. Ft.",5 days,1892,Somerville,73011501,"$1,048,000","$1,111,748",2.5%,"$5,211",$623
f9883ea5f5152ff3f3a332cf9f91b70c1f9bd378e351749a359f8fb0c7b3d18a,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Medford/34-Tesla-Ave-02155/home/11795844,"34 Tesla Ave,Medford, MA 02155","$949,900","Buy with Redfin: $947,727",matterport,Active,Single Family Residential,Cape,"7,470 Sq. Ft.",5 days,1949,Tufts University,73011249,"$949,900","$986,978",2%,"$4,820",$327
dceca5236b8660951396f8d88981763bc710675ccb8c84db8080e36176e47a94,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Chestnut-Hill/250-Hammond-Pond-Pkwy-02467/unit-505S/home/11468300,"250 Hammond Pond Pkwy Unit 505S,Newton, MA 02467","$750,000","Buy with Redfin: $748,385",matterport,Active,Condo,,17.48 Acres,25 days,1978,Newton,73003537,"$750,000","$737,307",2.5%,"$4,818",$584
7e0932b984420e91ce5b451f4eda8b1d1a053774f740345befd32dc41c12c298,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/North-Reading/1-Darrell-Dr-01864/home/11429966,"1 Darrell Dr,North Reading, MA 01864","$1,065,000","Buy with Redfin: $1,062,583",matterport,Active,Single Family Residential,Garrison,0.94 Acres,5 days,1986,Quiet idyllic neighborhood setting,73011884,"$1,065,000","$1,136,900",2.25%,"$5,915",$292
072b80e1ae245c07e3e9ab93a53e00666b1b888a94ec3ca6f30e5bac5c1e51a3,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Arlington/26-Maynard-St-02474/unit-26/home/179615488,"26 Maynard St #26,Arlington, MA 02474","$1,299,000","Buy with Redfin: $1,296,062",matterport,Active,Townhouse,,,10 days,2022,Arlington,73009269,"$1,299,000","$1,293,599",2.5%,"$7,479",$498
15ef73f077744fc924bf3e6bfc1ccbee9557ad3eaf3c573a1e232bfc74883e64,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/North-Chelmsford/6-Burton-Ln-01863/home/11564527,"6 Burton Ln,Chelmsford, MA 01863","$749,900","Buy with Redfin: $748,285",matterport,Active,Single Family Residential,Cape,1.08 Acres,10 days,1988,North Chelmsford,73009366,"$749,900","$769,603",2.5%,"$4,308",$255
acea374dfbabebaf424ddb9ba415d4e09b68c23e9d722d5121f493cec78d81ee,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/West-Newton/5-Wykeham-Rd-02465/home/11427238,"5 Wykeham Rd, Newton,Newton, MA 02465","$2,499,000","Buy with Redfin: $2,493,416",matterport,Active,Single Family Residential,Colonial,0.38 Acres,13 days,1930,West Newton,73007033,"$2,499,000","$2,551,341",2%,"$13,423",$513
3d3b284f9d76a2cc8d6652942e9c2eb803a0b180cb74281687fd5887819e5da7,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/12-Harvard-St-02143/unit-1/home/21631789,"12 Harvard St #1,Somerville, MA 02143","$880,000","Buy with Redfin: $878,034",matterport,New,Condo,,,17 hours,1860,Spring Hill,73013582,"$880,000","$915,213",2.5%,"$4,688",$722
b48a97ccdd10194dbb7d6b41bfaa2de73da661e1bfc99663b738d4f7bb6e4bc7,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Cambridge/19-Chauncy-St-02138/unit-1B/home/11585982,"19 Chauncy St Unit 1B,Cambridge, MA 02138","$830,000","Buy with Redfin: $828,172",matterport,Active,Condo,,,7 days,1972,Harvard Square,73010111,"$830,000","$877,792",2.5%,"$4,913",$697
ed0f2be535d7128c30ae02d50bcc4429962180440100e1553bd03cada59f9845,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Concord/35-Bolton-St-01742/home/11600900,"35 Bolton St,Concord, MA 01742","$625,000","Buy with Redfin: $623,730",matterport,Active,Single Family Residential,Ranch,"10,436 Sq. Ft.",3 days,1948,Concord,73013078,"$625,000","$642,397",2.5%,"$3,484",$554
c00dd2414cd18b52877072b42b8c92c3a66ebc8699163d62f99b7e4b3df72d1d,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Bedford/7-Pond-Cir-01730/home/11539362,"7 Pond Cir,Bedford, MA 01730","$1,050,000","Buy with Redfin: $1,047,616",matterport,Active,Single Family Residential,Colonial,1.84 Acres,5 days,1994,Bedford,73011594,"$1,050,000","$1,100,193",2.5%,"$5,677",$416
757d08b2883a7e6919b06e40370b42c94addcc9111ab562188fcd12fe47ce2bb,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Wakefield/24-W-Park-Dr-01880/home/8741753,"24 West Park Dr,Wakefield, MA 01880","$799,900","Buy with Redfin: $798,151",matterport,Active,Single Family Residential,,0.28 Acres,5 days,1978,West Park,73011377,"$799,900","$817,025",2.25%,"$4,258",$385
9adb5ebce44250fe5e8a484bd14b76b64d7cdc0363d739210999bae26529bcc7,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Hopkinton/2-Whisper-Way-01748/home/178374220,"2 Whisper Way,Hopkinton, MA 01748","$2,750,000","Buy with Redfin: $2,743,859",matterport,Active,Single Family Residential,"Colonial, Gambrel /Dutch",1.18 Acres,5 days,2022,Whisper Way,73011153,"$2,750,000","$2,783,971",2.5%,"$12,920",$447
a277191a122868902eb603b5b05cee6ab4b6f167c81a3a673fcf1ecd6cba3c0b,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Malden/446-Charles-St-02148/home/11387033,"446 Charles St,Malden, MA 02148","$998,000","Buy with Redfin: $995,725",matterport,Active,Single Family Residential,Colonial,"5,060 Sq. Ft.",9 days,1910,Malden,73009768,"$998,000","$1,005,865",3%,"$5,185",$333
f707cb6b4b6eafef6febc2b4e8d7d43d48d8fb7909d7186c192abbaa5ab0886d,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Medford/168-Winthrop-St-02155/home/11792710,"168 Winthrop St,Medford, MA 02155","$1,280,000","Buy with Redfin: $1,277,104",matterport,Active,Multi-Family (2-4 Unit),,"5,098 Sq. Ft.",5 days,1925,Medford Hillside,73011765,"$1,280,000","$1,274,782",2%,"$6,446",$572
f90f89f71b95029a08325e480b8683e445e4195ad1b373ea401e60d58795a141,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Natick/2-Timber-Ln-01760/home/11653793,"2 Timber Ln,Natick, MA 01760","$869,900","Buy with Redfin: $867,965",matterport,Active,Single Family Residential,"Colonial, Garrison",0.30 Acres,10 days,1952,Natick,73009390,"$869,900","$919,883",2.5%,"$4,829",$333
b8812e834965134e0a4b2f8e6c3d6302f2190b84bd08565b2a4c133b721289a0,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Malden/63-Spring-St-02148/home/11393856,"63 Spring St,Malden, MA 02148","$639,900","Buy with Redfin: $638,590",matterport,Active,Single Family Residential,Colonial,"3,607 Sq. Ft.",5 days,1880,Forestdale,73011619,"$639,900","$693,089",2%,"$3,437",$358
c5e97c976cecb222beefeca5dd9e5a224772209ee4dcc3651104183c2b082f1e,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Arlington/176-Franklin-St-02474/unit-2/home/55321095,"176 Franklin St #2,Arlington, MA 02474","$849,900","Buy with Redfin: $848,020",matterport,Active,Condo,,"4,984 Sq. Ft.",4 days,1923,Arlington,73012278,"$849,900",,2%,"$4,766",$523
6656614ae9843de50276b5f386857eca685acf9548077c66e7938da7631660c2,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/38-Oxford-St-02143/unit-2/home/25688671,"38 Oxford St #2,Somerville, MA 02143","$669,000","Buy with Redfin: $667,611",matterport,Active,Condo,,,5 days,1920,Somerville,73009476,"$669,000","$671,742",2%,"$3,681",$679
65a9d71b28adf6146b913632f2cb3f30c9082801c80a983c3837c74c8e73c459,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Cambridge/2192-Massachusetts-Ave-02140/unit-1-2/home/11582974,"2192 Massachusetts Ave Unit 1-2,Cambridge, MA 02140","$699,999","Buy with Redfin: $698,528",matterport,Active,Condo,,,5 days,1973,Cambridge,73011251,"$699,999","$701,352",2.5%,"$3,768","$1,010"
42c69e3666d12d7dac773c63b50a3caee257988cda6b5ecb21032310996acdd6,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Acton/8-Meyer-Hill-Dr-01720/unit-8/home/167182643,"8 Meyer Hill Dr #8,Acton, MA 01720","$636,840","Buy with Redfin: $635,539",matterport,Active,Townhouse,,,3 days,2001,Acton,73012758,"$636,840","$651,078",2%,"$4,174",$348
613f200ad5baa823a016434109a3268179a93814903a900ac5139e0ff2d57430,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Reading/30-Taylor-Dr-01867/unit-2001/home/105525194,"30 Taylor Dr #2001,Reading, MA 01867","$675,000","Buy with Redfin: $673,595",matterport,Active,Condo,,,5 days,2015,Reading,73011563,"$675,000","$677,811",2%,"$4,041",$433
e92060c3a2b0b9926a084fca98f46586d39bed3b88b4b15085a1d3ecdc8cfc27,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Concord/1279-Elm-St-01742/unit-1279/home/77502227,"1279 Elm St #1279,Concord, MA 01742","$749,000","Buy with Redfin: $747,388",matterport,Active,Townhouse,,1.01 Acres,12 days,2009,West Concord,73007438,"$749,000","$755,173",2.5%,"$4,291",$399
b9ae95b7c9e178f68ea5c45bd2e7f951e1ac5493d541729e98b5ef14fe692074,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Cambridge/94-Pleasant-St-02139/unit-98/home/180560442,"94-98 Pleasant St #98,Cambridge, MA 02139","$1,045,000","Buy with Redfin: $1,042,627",matterport,New,Townhouse,,,26 hours,1886,Cambridgeport,73012382,"$1,045,000","$1,045,329",2.5%,"$5,359",$892
785b8c31c0b8a715363f40e2b63e9914050d36b3c1d831e04cbd4ea39c052764,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Winchester/99-Ridge-St-01890/home/11462493,"99 Ridge St,Winchester, MA 01890","$1,990,000","Buy with Redfin: $1,985,547",matterport,Active,Single Family Residential,Colonial,0.49 Acres,5 days,2004,Winchester,73011808,"$1,990,000","$2,056,594",2.5%,"$10,712",$382
e1bc4de583f4ad4f0f38354800babaa8acf95fa7d19cf130eaf08259cd371148,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Arlington/19-Wellington-St-02476/unit-19/home/180484999,"19 Wellington St #19,Arlington, MA 02476","$665,000","Buy with Redfin: $663,622",matterport,Active,Condo,,,5 days,1890,Arlington,73011288,"$665,000","$666,708",2%,"$3,912",$530
774e9b90321b3bbfa741c97fb81f4d3ad6c52903970db84682d0c1bf12ae7edd,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Ashland/296-America-Blvd-01721/unit-296/home/180526619,"296 America Blvd #296,Ashland, MA 01721","$659,900","Buy with Redfin: $658,536",matterport,Active,Townhouse,,,4 days,2012,Ashland,73012377,"$659,900",,2%,"$3,904",$294
9679d806963df84084df60b40429549036e491472dbdb94ca25199bb3dac0e8d,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Boxborough/156-Hager-Ln-01719/home/8434645,"156 Hager Ln,Boxborough, MA 01719","$989,900","Buy with Redfin: $987,635",matterport,Active,Single Family Residential,Cape,3.82 Acres,5 days,1992,Old Harvard Estates,73011241,"$989,900",,2%,"$5,770",$218
9b447cf7c2d86738e2724d7a5c4c7dd347749f2be58cef7b7c28c003f7614cb7,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/7-Carole-Pl-02144/home/8706290,"7 Carole Pl,Somerville, MA 02144","$1,899,000","Buy with Redfin: $1,894,745",matterport,Active,Single Family Residential,Contemporary,"3,523 Sq. Ft.",5 days,1860,Spring Hill,73011628,"$1,899,000","$1,995,040",2.5%,"$9,724",$771
baa2662eee4da9a071bb936049358c61f480b2327f6c27f9e10dfcd43f06b267,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Marlborough/47-Framingham-Rd-01752/home/11626357,"47 Framingham Rd,Marlborough, MA 01752","$449,900","Buy with Redfin: $449,118",matterport,Active,Single Family Residential,Ranch,0.54 Acres,5 days,1968,Marlborough,73011274,"$449,900","$480,297",2%,"$2,442",$329
be5726d20bcba4a23c7827d871d813d6aa73ed9906a7a3ad63082e54f98c1acc,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Newton/1302-Boylston-St-02464/home/11496131,"1302-1304 Boylston St,Newton, MA 02464","$1,250,000","Buy with Redfin: $1,247,171",matterport,Active,Multi-Family (2-4 Unit),,"7,294 Sq. Ft.",5 days,1835,Newton Upper Falls,73011932,"$1,250,000","$1,257,988",2.5%,"$6,511",$364
84d374fab78a9f9aa791da8108c404c53292803c7a56d71cf34384d90be75d82,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Watertown/6-Rifle-Ct-02472/unit-B/home/18252487,"6 Rifle Ct Unit B,Watertown, MA 02472","$749,000","Buy with Redfin: $747,388",matterport,Active,Townhouse,,,5 days,2006,Watertown,73011346,"$749,000","$751,906",2.5%,"$4,226",$430
632c20bcadf1ee49da57ce379b9d254ecf97214595642b4fb9ad4f7049938afe,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Ayer/75-Sandy-Pond-Rd-01432/unit-18/home/11373287,"75 Sandy Pond Rd #18,Ayer, MA 01432","$235,000",,matterport,Active,Townhouse,,,3 days,1972,Ayer,73012759,"$235,000","$236,968",2%,"$1,606",$177
dc6925ca56cbfff5a6219376d24f8606d12f70e2b6135a1689c4f6c408452019,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Cambridge/65-Lincoln-St-02141/unit-65/home/180012057,"65 Lincoln St #65,Cambridge, MA 02141","$1,745,000","Buy with Redfin: $1,741,080",matterport,Active,Townhouse,,,4 days,1854,Cambridge,73012591,"$1,745,000",,2.5%,"$8,955",$852
fae2eac569c60f481165d19fd2cf687ef77c3a440cefe07368557e0ddbcf0a06,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Tewksbury/285-Lancaster-Dr-01876/home/8731032,"285 Lancaster Dr,Tewksbury, MA 01876","$699,000","Buy with Redfin: $697,531",matterport,Active,Single Family Residential,"Colonial, Garrison",1.03 Acres,4 days,1984,North Tewksbury,73012031,"$699,000",,2.5%,"$3,895",$341
9a1446fa6d1a7d47adc00c2f7e46f1d905f53c8fc493cbd029cc76112da7405c,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Watertown/131-Coolidge-Ave-02472/unit-126/home/11702296,"131 Coolidge Ave #126,Watertown, MA 02472","$549,000","Buy with Redfin: $547,928",matterport,Active,Condo,,,13 days,1981,Watertown,73007404,"$549,000","$549,391",2%,"$3,563",$432
068e3994df24ef0379f33fdfebdc8a84200fd7fe3ecbe2661055950eac912233,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Lowell/327-Princeton-Blvd-01851/home/11613599,"327 Princeton Blvd,Lowell, MA 01851","$540,000","Buy with Redfin: $538,950",matterport,Active,Single Family Residential,Bungalow,"5,514 Sq. Ft.",4 days,1920,Lowell,73012024,"$540,000",,2%,"$2,838",$207
fc656f547948fadd6b3fcfedfae4ef538075477abf8e21a96d0514ea3ce5db66,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Newton-Centre/640-Boylston-St-02459/home/11479685,"640 Boylston St,Newton, MA 02459","$849,900","Buy with Redfin: $848,020",matterport,Active,Single Family Residential,,"7,212 Sq. Ft.",5 days,1959,Newton Center,73011138,"$849,900","$860,607",2.5%,"$4,363",$599
279edaf462dc93d00f19a5461d8edb64c1dbb24456e3bd3532a2f2df1948cbfa,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Maynard/23-Railroad-St-01754/home/11408786,"23 Railroad St,Maynard, MA 01754","$490,000","Buy with Redfin: $489,096",matterport,Active,Single Family Residential,Colonial,"5,706 Sq. Ft.",5 days,1900,Maynard,73011297,"$490,000","$500,110",2%,"$2,814",$284
cb1b4ad4a2dcbe66dfe5dae48bcce6016c0a21c891c1a6ac7c44deb590d4d0ce,07/19/2022,MA,Middlesex County,https://www.redfin.com/NH/Nashua/2-Southgate-Dr-03062/home/76783816,"2 Southgate Dr,Nashua, NH 03062-2204","$449,000",,matterport,Active,Single Family,Cape,0.32 Acres,4 days,1963,Nashua,4920784,"$449,000",,,"$2,694",$191
19b15d371ce9987aeac6667843758acd729ea610dc579079d1e7011064211932,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/101-School-St-02143/unit-6/home/8682687,"101 School St #6,Somerville, MA 02143","$765,000","Buy with Redfin: $763,339",matterport,Active,Condo,,,7 days,1889,Union Square,73010095,"$765,000","$789,375",2.5%,"$3,962",$769
b216bc6125dad8d159dc25a90ba0862ce574dcb8af9b2ee89275623bb71dc446,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Chelmsford/10-Judith-Rd-01824/home/11589427,"10 Judith Rd,Chelmsford, MA 01824","$599,900","Buy with Redfin: $598,696",matterport,Active,Single Family Residential,Ranch,0.53 Acres,4 days,1960,South Chelmsford,73012075,"$599,900",,2%,"$3,291",$350
374102f13447774ac0a0bfa4c0de86dbbc920a1c1373e59dd67476d86c18127e,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/33-Putnam-St-02143/unit-3/home/11796029,"33 Putnam St #3,Somerville, MA 02143","$515,000","Buy with Redfin: $514,010",matterport,Active,Condo,,,5 days,1900,Union Square,73011201,"$515,000","$516,538",2.5%,"$2,673",$694
2d284149d5dd5afac99dc98ee6e57655be08fff34775b47a9389423553083450,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Belmont/27-29-Irving-St-02478/unit-1/home/8458323,"27 Irving St #1,Belmont, MA 02478","$540,000","Buy with Redfin: $538,950",matterport,Active,Condo,,,4 days,1880,Belmont,73012023,"$540,000",,2.5%,"$3,079",$570
73a6194cdf227ef5726fe72728a9810c3f90ed22c7a2d89b0063e3a108eb3e1d,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Waltham/171-Circle-Dr-02452/home/11804052,"171 Circle Dr,Waltham, MA 02452","$827,900","Buy with Redfin: $826,078",matterport,Active,Single Family Residential,Ranch,"10,045 Sq. Ft.",5 days,1956,Belmont Line,73011165,"$827,900","$837,261",2.5%,"$4,106",$404
78b75d1c374ca981e316a7e59ee566c46312e2df055294f47f86a3e299426905,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Medford/42-S-Border-Rd-02155/home/11780707,"42 South Border Rd,Medford, MA 02155","$749,999","Buy with Redfin: $748,384",matterport,Active,Single Family Residential,Colonial,"4,286 Sq. Ft.",4 days,1920,Medford,73012198,"$749,999",,2.5%,"$3,911",$405
de38ad38f9fa27a37ee083aea5d9d779cdec1be1dcc50f620f928dfb669e9df0,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Winchester/4-Norwood-St-01890/home/11455821,"4 Norwood St,Winchester, MA 01890","$1,399,000","Buy with Redfin: $1,395,841",matterport,Active,Single Family Residential,Colonial,0.26 Acres,27 days,1870,Winchester,73000824,"$1,399,000","$1,396,160",2%,"$7,693",$491
fef8ebaa51c6c3a68b62088ea7612f47d045d30f892b325dc16d519dcfce2c0d,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/54-Benton-Rd-02143/unit-1/home/179848380,"54 Benton #1,Somerville, MA 02143","$1,193,900","Buy with Redfin: $1,191,195",matterport,Active,Condo,,,9 days,1900,Somerville,73009757,"$1,193,900","$1,189,780",2.12%,"$6,583",$549
9d0346507209facc32ea81e4b87267d1c1ef9359fe365b1e3e9199f62c745b7a,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Winchester/21-Foxcroft-Rd-01890/home/11458278,"21 Foxcroft Rd,Winchester, MA 01890","$1,500,000","Buy with Redfin: $1,496,618",matterport,New,Single Family Residential,Colonial Revival,0.27 Acres,13 hours,1917,Winchester,73013744,"$1,500,000","$1,606,118",2.5%,"$8,721",$406
b9b713ead2f6cf3eea4226b9797d9bb97723ea4a2eafcb7e82e29aec0797e0e6,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Sudbury/141-Landham-Rd-01776/home/11682697,"141 Landham Rd,Sudbury, MA 01776","$764,900","Buy with Redfin: $763,239",matterport,Active,Single Family Residential,Victorian,1.68 Acres,4 days,1890,Sudbury,73012293,"$764,900",,2%,"$4,340",$436
9eefb3303c7143731787c7c1f6f7561a79c0abe5fc3b63c52e4ee97c136da77a,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Arlington/23-Princeton-Rd-02474/home/8404110,"23 Princeton Rd,Arlington, MA 02474","$1,095,000","Buy with Redfin: $1,092,516",matterport,Active,Single Family Residential,Cape,"7,240 Sq. Ft.",5 days,1941,East Arlington,73011219,"$1,095,000","$1,138,790",2%,"$5,757",$660
5089760b4c48961952ad5f4e5c2dd90100533bfc8fedcad33790e8764795d082,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Somerville/3-Snow-Ter-02145/home/11432889,"3 Snow Ter,Somerville, MA 02145","$824,900","Buy with Redfin: $823,086",matterport,Active,Single Family Residential,"Cottage, Bungalow","2,050 Sq. Ft.",5 days,1900,Somerville,73011459,"$824,900","$833,538",2.5%,"$4,307",$535
4f8f5f36be012b257fe54dbce18615a0910d4bac85f86e04b483fd1093ef1f84,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Acton/42-Pope-Rd-01720/home/11371025,"42 Pope Rd,Acton, MA 01720","$895,000","Buy with Redfin: $892,987",matterport,Active,Single Family Residential,Ranch,0.51 Acres,5 days,2016,Acton,73011244,"$895,000","$945,863",2%,"$5,253",$342
f5c1fa15352f6e266b86f0f6ff788ea010b08490571cacf5e5a6d6862a319b54,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Holliston/259-Marked-Tree-Rd-01746/home/11607199,"259 Marked Tree Rd,Holliston, MA 01746","$669,900","Buy with Redfin: $668,509",matterport,Active,Single Family Residential,Ranch,0.41 Acres,5 days,1959,Upper Marked Tree Rd/Robin Hill Rd. area,73011140,"$669,900","$724,386",2.5%,"$3,687",$444
d96dff28e7cc9ab03830fd7628b9e0970cd41b8869fc26103d05f02381ecd2a8,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Billerica/36-Sheridan-St-01821/home/11418492,"36 Sheridan St,Billerica, MA 01821","$379,900","Buy with Redfin: $379,349",matterport,Active,Single Family Residential,Bungalow,"7,500 Sq. Ft.",8 days,1930,Billerica,73001964,"$379,900","$398,690",2%,"$2,060",$338
c6cc843b2d749a7a4f598508089c79c76c41d485214eb4e7cdbcf973156813f8,07/19/2022,MA,Middlesex County,https://www.redfin.com/MA/Stoneham/12-Albion-Ave-02180/home/11663275,"12 Albion Ave,Stoneham, MA 02180","$985,000","Buy with Redfin: $982,741",matterport,Active,Single Family Residential,Colonial,"7,510 Sq. Ft.",25 days,2003,Stoneham,73003358,"$985,000","$998,996",2.5%,"$5,181",$290
