FetchDate,Company,Status,Category,Accession,Filed,Document,Description,Class/Type,Security Level,Period,Operating Revenue,Operating Expenses,Depreciation,Amortization,Grand Total,Download File Location
07/27/2022,Williams Ohio Valley Pipeline,complete,Submittal,20220509-8002,05/09/2022,05/09/2022,WILLIAMS OHIO VALLEY PIPELINE LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,908,410","1,640,089","988,848",,"4,147,402",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/williams_ohio_valley_pipeline_form6q
07/27/2022,Victoria Express Pipeline,complete,Submittal,20220131-8003,01/31/2022,01/31/2022,"Victoria Express Pipeline, L.L.C. submits FERC Form 6Q report for 2021/Q3",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"636,571","774,863","768,868",,"1,881,214",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/victoria_express_pipeline_form6q
07/27/2022,Tallgrass Pony Express Pipeline,complete,Submittal,20220606-8007,06/06/2022,06/06/2022,"Tallgrass Pony Express Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"91,094,071","50,060,647","15,740,041","(a)149,814","31,799,068",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/tallgrass_pony_express_pipeline_form6q
07/27/2022,Enbridge Pipelines (FSP),complete,Submittal,20220608-8023,06/08/2022,06/08/2022,Enbridge Pipelines (FSP) L.L.C. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"220,666,685","155,213,005","18,174,689",,"7,155,480",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enbridge_pipelines__fsp__form6q
07/27/2022,Medallion Pipeline,complete,Submittal,20220609-8036,06/09/2022,06/09/2022,"Medallion Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"57,693,368","25,350,101","12,174,066","1,642,857",,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/medallion_pipeline_form6q
07/27/2022,Williams Bayou Ethane Pipeline,complete,Submittal,20220523-8007,05/23/2022,05/23/2022,Williams Bayou Ethane Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,577,676","7,205,516",,,"1,074,111",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/williams_bayou_ethane_pipeline_form6q
07/27/2022,Enbridge Transportation (IL-OK),complete,Submittal,20220608-8040,06/08/2022,06/08/2022,Enbridge Transportation (IL-OK) L.L.C. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"505,715","1,305,000",,,"138,293",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enbridge_transportation__il_ok__form6q
07/27/2022,Legacy Reserves Operating,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Black Bear Liquids,complete,Submittal,20220609-8030,06/09/2022,06/09/2022,"Black Bear Liquids, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"1,604,610","452,894","158,065",,"28,645",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/black_bear_liquids_form6q
07/27/2022,Western Refining Shouthwest,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Phillips 66 Sweeny-Freeport,complete,Submittal,20220608-8054,06/08/2022,06/08/2022,Phillips 66 Sweeny-Freeport LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"17,055,156","9,890,852","6,299,489",,"64,809,925",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/phillips_66_sweeny_freeport_form6q
07/27/2022,Thunder Creek NGL Pipeline,complete,Submittal,20220607-8011,06/07/2022,06/07/2022,"Thunder Creek NGL Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"3,598,672","1,579,003","297,014",0,"1,346,339",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/thunder_creek_ngl_pipeline_form6q
07/27/2022,Dakota Energy Connection,nohtml,Submittal,20210908-8049,09/08/2021,09/08/2021,"Dakota Energy Connection, LLC submits FERC Form 6Q Quarterly financial report of oil pipeline companies for 2021/Q2.",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,,,,,,,
07/27/2022,JBBR Pipeline,complete,Submittal,20211216-8011,12/16/2021,12/16/2021,JBBR Pipeline LLC submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,,"141,341","418,608",,0,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/jbbr_pipeline_form6q
07/27/2022,Red River Crude Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Permian Express Terminal,complete,Submittal,20220602-8013,06/02/2022,06/02/2022,Permian Express Terminal LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"10,435,434","977,928","613,748",,"34,577,376",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/permian_express_terminal_form6q
07/27/2022,CCR Pipeline,complete,Submittal,20220607-8013,06/07/2022,06/07/2022,"CCR Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"117,758","526,754","337,912",,"1,057,850",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/ccr_pipeline_form6q
07/27/2022,American Midstream Bakken,complete,Submittal,20211231-8006,12/31/2021,12/31/2021,"American Midstream Bakken, LLC submits FERC Form 6Q report for 2021/Q3",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"1,637,747","2,709,754","1,484,919",0,"2,980,235.21",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/american_midstream_bakken_form6q
07/27/2022,NuStar Permian Transportation and Storage,complete,Submittal,20220531-8069,05/31/2022,05/31/2022,"NuStar Permian Transportation and Storage, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"63,790,462","31,952,131","11,469,079","8,750,000","45,879,884",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/nustar_permian_transportation_and_storage_form6q
07/27/2022,Illinois Extension Pipeline,complete,Submittal,20220608-8034,06/08/2022,06/08/2022,Illinois Extension Pipeline Company L.L.C. submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"37,127,432","11,685,542","7,140,448",,"17,321,770",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/illinois_extension_pipeline_form6q
07/27/2022,Tapstone Midstream,nohtml,Submittal,20210831-8005,08/31/2021,08/31/2021,"Tapstone Midstream, LLC submits FERC Form 6Q Quarterly financial report of oil pipeline companies for 2021/Q2.",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,,,,,,,
07/27/2022,ETC NGL Transport ,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Powder River Crude Services,complete,Submittal,20220608-8030,06/08/2022,06/08/2022,"Powder River Crude Services, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"4,756,081","4,119,810","1,653,600",,"8,216,516",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/powder_river_crude_services_form6q
07/27/2022,Panola Pipeline,complete,Submittal,20220608-8063,06/08/2022,06/08/2022,"Panola Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,346,224","1,885,648","1,218,250",,"4,392,390",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/panola_pipeline_form6q
07/27/2022,Valero Skellytown Pipeline,complete,Submittal,20220609-8016,06/09/2022,06/09/2022,"Valero Skellytown Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,603,373","784,937","23,705",,"17,566,999",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/valero_skellytown_pipeline_form6q
07/27/2022,Alpha Crude Connector,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Arrowhead Gulf Coast Pipeline,complete,Submittal,20220607-8019,06/07/2022,06/07/2022,"Arrowhead Gulf Coast Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"13,403,217","4,446,879","2,113,995",,"272,748",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/arrowhead_gulf_coast_pipeline_form6q
07/27/2022,Oryx Southern Delaware Oil Gathering and Transport,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Cheyenne Pipeline,complete,Submittal,20220531-8113,05/31/2022,05/31/2022,Cheyenne Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"4,345,994","923,862","263,303",,"4,682,254",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/cheyenne_pipeline_form6q
07/27/2022,Bayou Bridge Pipeline,complete,Submittal,20220602-8014,06/02/2022,06/02/2022,Bayou Bridge Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"36,427,549","11,168,186","4,692,915",,"27,938,953",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bayou_bridge_pipeline_form6q
07/27/2022,PTE Pipeline,complete,Submittal,20220609-8043,06/09/2022,06/09/2022,PTE Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"7,750,830","2,675,471","1,374,164",0,"790,901",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/pte_pipeline_form6q
07/27/2022,Epping Transmission,complete,Submittal,20220531-8020,05/31/2022,05/31/2022,"Epping Transmission Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,,"173,389","96,452",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/epping_transmission_form6q
07/27/2022,Powder River Express,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Pelican Gathering Systems,complete,Submittal,20220602-8023,06/02/2022,06/02/2022,"Pelican Gathering Systems, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"18,879,519","4,205,716","1,244,842",,"6,076,442",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/pelican_gathering_systems_form6q
07/27/2022,STACK Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,American Panther,complete,Submittal,20220602-8022,06/02/2022,06/02/2022,"American Panther, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"785,488","551,300","302,947",,"316,168",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/american_panther_form6q
07/27/2022,Caddo Pipeline,complete,Submittal,20220531-8116,05/31/2022,05/31/2022,Caddo Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,008,474","1,692,038","605,650",,"5,946,942",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/caddo_pipeline_form6q
07/27/2022,Enlink Crude Pipeline,complete,Submittal,20220609-8015,06/09/2022,06/09/2022,"EnLink Crude Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,192,666","1,862,723","1,055,676","148,330","8,024,862",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/enlink_crude_pipeline_form6q
07/27/2022,ETP Crude,complete,Submittal,20220602-8012,06/02/2022,06/02/2022,ETP Crude LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"37,148,425","11,544,758","2,604,748",0,"29,160,940",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/etp_crude_form6q
07/27/2022,Saddlehorn Pipeline,complete,Submittal,20220608-8013,06/08/2022,06/08/2022,"Saddlehorn Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"41,689,644","14,719,788","3,668,161","391,666","22,743,273",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/saddlehorn_pipeline_form6q
07/27/2022,Sacagewea Pipeline,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Monarch Oil Pipeline,complete,Submittal,20220608-8084,06/08/2022,06/08/2022,"Monarch Oil Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"144,955","114,310","3,639",,"134,713",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/monarch_oil_pipeline_form6q
07/27/2022,MPLX Ozark Pipe Line,complete,Submittal,20220607-8000,06/07/2022,06/07/2022,MPLX Ozark Pipe Line LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"32,553,442","7,863,484","2,850,708",,"21,396,284",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/mplx_ozark_pipe_line_form6q
07/27/2022,Bighorn DevCo,complete,Submittal,20220609-8049,06/09/2022,06/09/2022,Bighorn DevCo LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"646,909","715,108","367,009",0,"1,617,815",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bighorn_devco_form6q
07/27/2022,Grand Mesa Pipeline,complete,Submittal,20220608-8004,06/08/2022,06/08/2022,"Grand Mesa Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"40,531,640","10,667,114","1,714,910","431,586","6,652,523",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/grand_mesa_pipeline_form6q
07/27/2022,Platte River Midstream,complete,Submittal,20211230-8019,12/30/2021,12/30/2021,Platte River Midstream LLC submits FERC Form 6Q report for 2021/Q3,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,,,"1,513,125","923,143","1,897,780",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/platte_river_midstream_form6q
07/27/2022,Caliber Bear Den Interconnect,complete,Submittal,20220611-8000,06/11/2022,06/11/2022,Caliber Bear Den Interconnect LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"382,882","357,769","67,260","5,236","1,804,619.8900000001",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/caliber_bear_den_interconnect_form6q
07/27/2022,Permian Express Partners,complete,Submittal,20220608-8008,06/08/2022,06/08/2022,Permian Express Partners LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"109,006,887","46,124,505","9,203,360","809,193","74,110,854",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/permian_express_partners_form6q
07/27/2022,Sinclair Logistics,complete,Submittal,20211222-8001,12/22/2021,12/22/2021,"SINCLAIR LOGISTICS, LLC submits FERC Form 6Q report for 2021/Q3",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2021/Q3,"145,703","637,901","118,960",864,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/sinclair_logistics_form6q
07/27/2022,Savage Bakken Connector,complete,Submittal,20220602-8019,06/02/2022,06/02/2022,"Savage Bakken Connector, Inc. submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"785,921","552,544","247,333",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/savage_bakken_connector_form6q
07/27/2022,Leveret Pipeline,complete,Submittal,20220608-8067,06/08/2022,06/08/2022,Leveret Pipeline Company LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,704,899","1,201,382","945,401",,"12,834,598",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/leveret_pipeline_form6q
07/27/2022,NST Express,complete,Submittal,20220607-8006,06/07/2022,06/07/2022,"NST Express, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,494,800","1,064,183","716,495",,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/nst_express_form6q
07/27/2022,Energy Transfer Crude Oil,nodata - name not on description,,,,,,,,,,,,,,
07/27/2022,Dakota Access,complete,Submittal,20220602-8015,06/02/2022,06/02/2022,"Dakota Access, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"274,124,286","54,401,988","28,303,685",,"54,948,632",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/dakota_access_form6q
07/27/2022,Stakeholder Midstream Crude Oil Pipeline,complete,Submittal,20220531-8041,05/31/2022,05/31/2022,"Stakeholder Midstream Crude Oil Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"4,175,008","1,451,816","512,775","66,750","2,534,725",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/stakeholder_midstream_crude_oil_pipeline_form6q
07/27/2022,SCT Pipeline,complete,Submittal,20220607-8012,06/07/2022,06/07/2022,SCT Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"719,209","502,581","106,820",,"1,408,006",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/sct_pipeline_form6q
07/27/2022,BP Midstream Partners,complete,Submittal,20220606-8028,06/06/2022,06/06/2022,BP Midstream Partners LP submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"34,119,763","11,659,965","282,179",5,"42,576,411.6",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/bp_midstream_partners_form6q
07/27/2022,Midway Pipeline,complete,Submittal,20220531-8065,05/31/2022,05/31/2022,Midway Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"5,131,024","1,405,990","189,801",,"9,874,481",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/midway_pipeline_form6q
07/27/2022,Diamond Pipeline,complete,Submittal,20220531-8062,05/31/2022,05/31/2022,Diamond Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"27,172,133","9,355,983","4,577,045",,"11,260,046",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/diamond_pipeline_form6q
07/27/2022,Andeavor Logistics Rio Pipeline,complete,Submittal,20220606-8004,06/06/2022,06/06/2022,Andeavor Logistics Rio Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,054,518","2,354,243","1,036,583",,"2,038,683",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/andeavor_logistics_rio_pipeline_form6q
07/27/2022,Rocky Mountain Pipeline Montana,complete,Submittal,20220531-8111,05/31/2022,05/31/2022,Rocky Mountain Pipeline Montana LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"6,047,565","1,982,819","106,315",,"1,560,952",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/rocky_mountain_pipeline_montana_form6q
07/27/2022,Plains Pipeline Montana,complete,Submittal,20220531-8112,05/31/2022,05/31/2022,Plains Pipeline Montana LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"4,086,375","3,028,960","912,025",,"2,979,368",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/plains_pipeline_montana_form6q
07/27/2022,Hammond Mainline Pipeline,complete,Submittal,20220609-8018,06/09/2022,06/09/2022,Hammond Mainline Pipeline LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"189,431","205,973","103,650",,"1,864,352",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/hammond_mainline_pipeline_form6q
07/27/2022,ITC Pipeline,complete,Submittal,20220609-8029,06/09/2022,06/09/2022,"ITC Pipeline Company, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"898,925","545,066","339,993",,"8,879,793",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/itc_pipeline_form6q
07/27/2022,GEL Texas Pipeline,complete,Submittal,20220606-8013,06/06/2022,06/06/2022,"GEL Texas Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"2,899,316","2,371,760","1,498,728","1,922","5,741,429",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/gel_texas_pipeline_form6q
07/27/2022,Western Refining Conan Gathering,complete,Submittal,20220606-8017,06/06/2022,06/06/2022,"Western Refining Conan Gathering, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"20,315,193","10,514,928","2,524,515",,"27,707,974",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/western_refining_conan_gathering_form6q
07/27/2022,Glass Mountain Pipeline,complete,Submittal,20220608-8072,06/08/2022,06/08/2022,"Glass Mountain Pipeline, LLC submits FERC Form 6Q report for 2022/Q1",Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,,,,,,/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/glass_mountain_pipeline_form6q
07/27/2022,Kinder Morgan Utopia,complete,Submittal,20220531-8011,05/31/2022,05/31/2022,Kinder Morgan Utopia LLC submits FERC Form 6Q report for 2022/Q1,Report/Form | Form 6-Q -Quarterly report of oil pipeline companies,Public,Year/Period of Report  End of: 2022/Q1,"7,746,018","3,260,570","2,166,693",,"1,598,570",/mnt/c/Drive/Projects/Python/Xenide/ms_projects/_output_dir/raw/downloaded_html/2022_07_27/ferc/kinder_morgan_utopia_form6q
